productCode,name,description,singlePrice,cartonPcsPrice,cartonQty,gstPercentage,hsnCode,weight,stock,category,subCategory,isBestseller,isNewArrival,isTopRanking,imageUrl,imageUrls,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10
BZ-2058,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2058-1773662022731-vusvuj6lw.jpg,/uploads/BZ-2058-1773662022731-vusvuj6lw.jpg|/uploads/BZ-2058-1773662022736-vb4iqrq1n.jpg|/uploads/BZ-2058-1773662022739-wn2u1bsjd.jpg|/uploads/BZ-2058-1773662022743-47dx4bm0y.jpg|/uploads/BZ-2058-1773662022747-xc9yhx9ib.jpg,/uploads/BZ-2058-1773662022731-vusvuj6lw.jpg,/uploads/BZ-2058-1773662022736-vb4iqrq1n.jpg,/uploads/BZ-2058-1773662022739-wn2u1bsjd.jpg,/uploads/BZ-2058-1773662022743-47dx4bm0y.jpg,/uploads/BZ-2058-1773662022747-xc9yhx9ib.jpg,,,,,
BZ-2072,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2072-1773662022752-rar8d2736.jpg,/uploads/BZ-2072-1773662022752-rar8d2736.jpg|/uploads/BZ-2072-1773662022756-qcmmybwux.jpg|/uploads/BZ-2072-1773662022759-rltln98wb.jpg|/uploads/BZ-2072-1773662022762-175s6ko5a.jpg|/uploads/BZ-2072-1773662022767-70ma2350q.jpg,/uploads/BZ-2072-1773662022752-rar8d2736.jpg,/uploads/BZ-2072-1773662022756-qcmmybwux.jpg,/uploads/BZ-2072-1773662022759-rltln98wb.jpg,/uploads/BZ-2072-1773662022762-175s6ko5a.jpg,/uploads/BZ-2072-1773662022767-70ma2350q.jpg,,,,,
BZ-21,,,,,,,,,,,basic,false,false,false,/uploads/BZ-21-1773662022771-88gucwpqs.jpg,/uploads/BZ-21-1773662022771-88gucwpqs.jpg,/uploads/BZ-21-1773662022771-88gucwpqs.jpg,,,,,,,,,
BZ-2141,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2141-1773662022775-57mlhw3ab.jpg,/uploads/BZ-2141-1773662022775-57mlhw3ab.jpg|/uploads/BZ-2141-1773662022779-91x8vx032.jpg|/uploads/BZ-2141-1773662022783-446fovjhy.jpg|/uploads/BZ-2141-1773662022787-ssmw6znew.jpg|/uploads/BZ-2141-1773662022791-zpvj1dmag.jpg|/uploads/BZ-2141-1773662022795-wbrhh2ktl.jpg|/uploads/BZ-2141-1773662022799-bj6o59191.jpg,/uploads/BZ-2141-1773662022775-57mlhw3ab.jpg,/uploads/BZ-2141-1773662022779-91x8vx032.jpg,/uploads/BZ-2141-1773662022783-446fovjhy.jpg,/uploads/BZ-2141-1773662022787-ssmw6znew.jpg,/uploads/BZ-2141-1773662022791-zpvj1dmag.jpg,/uploads/BZ-2141-1773662022795-wbrhh2ktl.jpg,/uploads/BZ-2141-1773662022799-bj6o59191.jpg,,,
BZ-2156,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2156-1773662022804-iragxixdt.jpg,/uploads/BZ-2156-1773662022804-iragxixdt.jpg|/uploads/BZ-2156-1773662022808-atcfu7bln.jpg|/uploads/BZ-2156-1773662022811-o54cw8p38.jpg|/uploads/BZ-2156-1773662022815-782d3zyti.jpg|/uploads/BZ-2156-1773662022820-w1nef376o.jpg|/uploads/BZ-2156-1773662022824-y9nub1bb1.jpg,/uploads/BZ-2156-1773662022804-iragxixdt.jpg,/uploads/BZ-2156-1773662022808-atcfu7bln.jpg,/uploads/BZ-2156-1773662022811-o54cw8p38.jpg,/uploads/BZ-2156-1773662022815-782d3zyti.jpg,/uploads/BZ-2156-1773662022820-w1nef376o.jpg,/uploads/BZ-2156-1773662022824-y9nub1bb1.jpg,,,,
BZ-22,,,,,,,,,,,basic,false,false,false,/uploads/BZ-22-1773662022828-30dg0liik.jpg,/uploads/BZ-22-1773662022828-30dg0liik.jpg|/uploads/BZ-22-1773662022832-9qncoiep7.jpg|/uploads/BZ-22-1773662022836-qgbqtrmgv.jpg|/uploads/BZ-22-1773662022839-c2p7qycmr.jpg|/uploads/BZ-22-1773662022843-irbem4m2y.jpg,/uploads/BZ-22-1773662022828-30dg0liik.jpg,/uploads/BZ-22-1773662022832-9qncoiep7.jpg,/uploads/BZ-22-1773662022836-qgbqtrmgv.jpg,/uploads/BZ-22-1773662022839-c2p7qycmr.jpg,/uploads/BZ-22-1773662022843-irbem4m2y.jpg,,,,,
BZ-2213,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2213-1773662022847-ulf4zgai6.jpg,/uploads/BZ-2213-1773662022847-ulf4zgai6.jpg|/uploads/BZ-2213-1773662022851-6prhokw4x.jpg|/uploads/BZ-2213-1773662022855-l17jwv9s9.jpg|/uploads/BZ-2213-1773662022859-2oklhstyv.jpg|/uploads/BZ-2213-1773662022863-b7zi2pm6k.jpg,/uploads/BZ-2213-1773662022847-ulf4zgai6.jpg,/uploads/BZ-2213-1773662022851-6prhokw4x.jpg,/uploads/BZ-2213-1773662022855-l17jwv9s9.jpg,/uploads/BZ-2213-1773662022859-2oklhstyv.jpg,/uploads/BZ-2213-1773662022863-b7zi2pm6k.jpg,,,,,
BZ-2234,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2234-1773662022868-nftdmiqix.jpg,/uploads/BZ-2234-1773662022868-nftdmiqix.jpg|/uploads/BZ-2234-1773662022872-cpswbmrae.jpg|/uploads/BZ-2234-1773662022876-lqhbgdb9p.jpg|/uploads/BZ-2234-1773662022880-b4hi44cob.jpg|/uploads/BZ-2234-1773662022884-f1mx9wzhy.jpg|/uploads/BZ-2234-1773662022888-re3kl8fm1.jpg,/uploads/BZ-2234-1773662022868-nftdmiqix.jpg,/uploads/BZ-2234-1773662022872-cpswbmrae.jpg,/uploads/BZ-2234-1773662022876-lqhbgdb9p.jpg,/uploads/BZ-2234-1773662022880-b4hi44cob.jpg,/uploads/BZ-2234-1773662022884-f1mx9wzhy.jpg,/uploads/BZ-2234-1773662022888-re3kl8fm1.jpg,,,,
BZ-2247,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2247-1773662022892-cvdmx9zih.jpg,/uploads/BZ-2247-1773662022892-cvdmx9zih.jpg|/uploads/BZ-2247-1773662022895-9zs52rjhy.jpg|/uploads/BZ-2247-1773662022899-me3ele32t.jpg|/uploads/BZ-2247-1773662022904-i0e3fvv3i.jpg|/uploads/BZ-2247-1773662022907-8e2b5wxm3.jpg,/uploads/BZ-2247-1773662022892-cvdmx9zih.jpg,/uploads/BZ-2247-1773662022895-9zs52rjhy.jpg,/uploads/BZ-2247-1773662022899-me3ele32t.jpg,/uploads/BZ-2247-1773662022904-i0e3fvv3i.jpg,/uploads/BZ-2247-1773662022907-8e2b5wxm3.jpg,,,,,
BZ-2292,,,,,,,,,,,basic,false,false,false,/uploads/BZ-2292-1773662022911-giwj5cpgb.jpg,/uploads/BZ-2292-1773662022911-giwj5cpgb.jpg|/uploads/BZ-2292-1773662022916-qb45f0b2u.jpg|/uploads/BZ-2292-1773662022920-x7pznbjvf.jpg|/uploads/BZ-2292-1773662022924-sy3osi87w.jpg|/uploads/BZ-2292-1773662022927-v8r1haqe0.jpg|/uploads/BZ-2292-1773662022932-13yqu0ozl.jpg,/uploads/BZ-2292-1773662022911-giwj5cpgb.jpg,/uploads/BZ-2292-1773662022916-qb45f0b2u.jpg,/uploads/BZ-2292-1773662022920-x7pznbjvf.jpg,/uploads/BZ-2292-1773662022924-sy3osi87w.jpg,/uploads/BZ-2292-1773662022927-v8r1haqe0.jpg,/uploads/BZ-2292-1773662022932-13yqu0ozl.jpg,,,,
